trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.5, 'e': 0.12248795302036633}",30,6,25.957359245281143,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.11851710370345009}",20,13,9.825853695909181,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.11454435811540296}",30,17,23.81819134224543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.11056977982006959}",20,1,30.308367847847478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.10659343241061792}",30,8,-7.504723476823434,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
367,False,"{'a': 0.5, 'e': 0.10261537950852166}",20,13,0.45099740994677506,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.0986356847625424}",25,17,16.24815372109804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,5,-72.26769938463234,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
370,False,"{'a': 0.5, 'e': 0.09067162446430968}",35,17,16.050468262059944,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.08668738633685107}",20,13,12.428239446407753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.0827017612130604}",25,13,21.510478342226502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.07871481286285463}",30,19,14.031193332517985,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.0747266050773223}",25,0,43.52119985502349,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.0707372016677029}",20,14,9.10867046734173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.06674666646436589}",25,11,14.251012631192042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.06275506331578937}",20,13,14.082442903336108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.058762456087538564}",20,9,21.0932117373693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.05476890866124396}",25,18,13.552424686773087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.05077448493357918}",20,6,25.69995322552215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.04677924881523865}",35,21,26.909678162117213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.04278326422991503}",30,8,39.1941569400834,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.038786595113276444}",25,15,20.68431456163546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.03478930541194349}",25,16,15.507991191848827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.03079145908246612}",20,10,16.32101349548455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.026793120090300316}",20,12,18.856019736401944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.02279435240878465}",20,12,11.979019902595944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.01879522001811672}",20,12,12.491569553884158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.01479578690432947}",20,16,8.417955467629866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,9,21.899287444146797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.006796274474562699}",25,17,16.321239107181835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0.0027963231506114}",20,8,21.258164683856723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': -0.0012036729144506543}",30,16,25.9044859454417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': -0.005203649720771756}",20,10,19.40515223137821,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': -0.009203543268808336}",20,14,14.360509681241375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': -0.013203289560348956}",20,16,8.20417146949878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': -0.017202824599538282}",30,12,29.693018243565565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': -0.02120208439390101}",30,19,14.056616922262208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': -0.025201004955365744}",25,18,13.472232655567296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': -0.029199522301288815}",20,16,8.766632463382976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': -0.03319757245547799}",20,7,23.91141817991895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
